,id,denv,ev,hav,hcv,rv,wang_229E,wang_OC43,wang_SARS_COV2,sch_229E,sch_OC43,sch_SARS_COV2_33C,sch_SARS_COV2_37C
1092,ASPDH,-4.3611,-2.8751,-0.02719,-0.86982,-1.586,-0.29848,0.75716,-1.014,-0.39802,-0.13105,-0.017245,-0.097293
1093,ASPG,-5.4576,-3.9795,0.31946,-0.22444,-0.51179,0.50837,-0.24499,-0.22649,-0.20973,-0.21105,-0.26584,-0.25863
1094,ASPH,-3.9067,-3.3715,0.11265,0.88026,-0.43026,-0.25837,0.45323,-0.41481,-0.74681,-0.61265,0.26457,0.026991
1095,ASPHD1,-4.47,-4.0615,-0.47986,0.31308,-0.35592,-0.71385,-0.19222,0.78087,-1.041,-0.35301,-0.22938,0.0077446
1096,ASPHD2,-4.1398,-4.6267,0.35387,-0.87458,-2.6724,-0.75516,-0.37138,-0.15104,-0.39448,-0.47997,0.24166,0.59507
1097,ASPM,-5.1806,-5.2491,-0.14277,0.34343,0.14367,0.13574,-0.2379,-0.67664,0.44055,-0.20189,0.38044,-0.47817
1098,ASPRV1,-3.3434,-3.1381,0.021476,0.9199,-0.21756,0.17288,-0.56358,0.13586,-1.3758,-0.31552,0.21166,-0.14631
1099,ASPSCR1,-4.5716,-3.3593,-0.14618,-0.63426,0.00218,-0.27411,-0.59197,-0.059628,-1.0588,0.35596,0.28161,0.30491
1100,ASRGL1,-6.3852,-3.2683,-0.078532,-0.38242,-1.5442,-0.27652,-0.82643,-0.43179,-2.1883,-1.7774,-0.19037,0.14465
1101,ASS1,-4.9473,-4.8767,-0.23481,-0.27512,-0.68324,-0.51533,-1.1571,0.083129,-2.3437,-0.20077,0.48781,-0.0022542
1102,ASTE1,-6.0425,-5.3598,-0.17248,-0.27635,0.091543,-0.037114,-0.98956,-0.07501,-3.3825,-0.11464,0.011981,-0.26694
1103,ASTL,-5.9041,-4.4486,-0.53653,0.1213,0.41076,0.43939,-0.28959,-0.31034,0.06626,-0.93751,-0.20246,-0.267
1104,ASTN1,-5.3938,-5.9116,-0.09171,0.72503,-0.65475,-0.03948,0.0058623,-0.0094658,-1.7197,-0.71461,-0.42028,0.15921
1105,ASTN2,-5.2543,-3.7539,-0.13637,0.43213,-0.1632,0.0084582,-0.3746,-0.27374,-1.5138,-0.64619,0.12289,0.36362
1106,ASUN,-6.724,-5.6569,-0.28109,-0.38274,-0.60398,-0.78391,-0.8687,0.28492,-0.037445,0.47003,0.9503,1.963
1107,ASXL1,-4.703,-3.6075,0.51568,0.0073074,-1.5506,-0.33414,-0.19534,-0.51213,1.0946,0.031222,-0.22488,-0.38877
1108,ASXL2,-3.7544,-2.5045,0.23118,0.35914,-2.4809,-0.56967,-0.22035,-0.81827,-4.458,-0.47896,-0.038975,-0.35395
1109,ASXL3,-5.3982,-3.5358,-0.36606,-0.41775,0.26234,0.033005,-0.26748,-0.47582,-5.2748,-0.35966,-0.52312,-0.12673
1110,ASZ1,-4.5405,-5.3864,-0.1642,0.49428,-0.72176,0.10973,-0.087382,0.21224,-1.1469,-0.33949,-0.19476,0.24681
1111,ATAD1,-5.6437,-4.9026,0.047075,-0.30481,-1.6463,-0.50125,-0.59992,0.018888,-3.1988,-0.98997,-0.63766,-0.88828
1112,ATAD2,-4.8165,-3.7279,-0.34622,-0.1093,-2.234,-0.79715,-0.45949,-1.3492,-0.93285,-0.37932,0.13559,-0.27993
1113,ATAD2B,-4.8304,-5.0321,0.0029853,0.18715,-0.054516,0.13227,-0.42167,-0.38266,-4.0604,-1.093,0.097453,-0.27453
1114,ATAD3A,-4.8685,-4.8609,0.11419,-0.46931,-1.4787,-1.3026,-1.6056,-1.6996,0.91629,0.37217,0.78742,0.12167
1115,ATAD3B,-4.6272,-4.7972,-0.36086,-1.2766,-2.6939,-0.9767,-0.92309,0.043474,-5.9086,-1.0838,0.42129,0.26104
1116,ATAD3C,-4.2361,-4.0848,-0.26288,-0.77957,0.95002,0.048243,-0.25232,-0.82029,-2.7372,0.87139,0.7744,-0.025404
1117,ATAD5,-5.3709,-4.3485,-0.40864,-0.066839,-1.4187,-0.092911,-0.86529,-0.2744,-5.3704,-0.14454,0.82409,0.70465
1118,ATAT1,-5.6065,-4.3581,0.42152,0.3879,0.27024,-0.29176,-0.23817,0.60877,-1.3891,-0.72547,0.095214,-0.24896
1119,ATCAY,-5.3289,-2.8751,0.11415,0.22404,-1.5647,-0.57036,-0.42005,-0.73714,-0.13492,0.66006,0.0088186,0.21001
1120,ATE1,-5.1659,-5.0146,-0.20718,0.42665,-0.93246,-0.21287,-0.27462,-0.4893,-0.67505,-0.049182,0.24527,0.65119
1121,ATF1,-5.1697,-4.7338,-0.0037287,-0.26329,-0.96673,-0.24747,0.045034,-0.77367,-6.6146,-0.42755,-0.12478,0.26497
1122,ATF2,-5.6162,-5.4045,-0.067329,-0.019868,0.5653,-0.43501,0.07559,-1.0423,-3.4485,-0.30541,-0.23145,-0.26096
1123,ATF3,-5.2778,-4.6462,-0.94254,-0.92819,1.0544,-0.33696,-0.24415,-1.953,-3.4639,0.14118,0.17958,0.082608
1124,ATF4,-3.7932,-4.9422,-0.43291,0.84205,-0.31961,-0.87582,0.2816,-2.6172,0.48479,0.29488,0.9432,1.6454
1125,ATF5,-3.9004,-4.3766,-0.22896,1.1089,-1.806,-0.10085,-0.71369,-0.3178,-3.1455,0.22655,0.080583,0.85692
1126,ATF6,-5.4137,-5.6123,-0.4926,0.63778,-1.1564,-0.27487,-0.28422,-0.012787,-0.52417,0.30062,-0.035511,0.16396
1127,ATF6B,-4.4167,-4.8604,-0.2963,0.095278,0.17839,0.031597,-0.083023,-0.84907,-0.28367,-0.34211,0.17006,-0.024883
1128,ATF7,-5.6905,-5.6411,-0.015933,-1.0262,0.46041,-0.36902,-0.43222,0.16045,-4.0355,0.35627,0.036589,0.1443
1129,ATF7IP,-6.0504,-5.864,0.60348,0.029085,-0.13491,0.1043,-0.67573,-0.8586,-0.41885,-0.64599,-0.3011,-0.20786
1130,ATF7IP2,-5.2957,-4.7815,-0.087278,0.54521,-0.90375,-0.25375,-0.16481,-0.52445,-1.7311,-1.0047,-0.28834,-0.56799
1131,ATG10,-5.4463,-4.7428,-1.1311,0.31072,-0.86325,0.12868,-0.83873,-0.22523,1.3002,-0.19468,-0.099133,-0.42044
1132,ATG12,-5.9637,-4.9757,-2.8669,0.31683,-2.0769,-0.055013,-0.58181,-0.68006,0.14012,-0.38065,-0.32568,-0.35568
1133,ATG13,-6.151,-5.5449,-1.5803,-0.16017,-0.74421,0.018305,-0.26505,-0.95969,-1.1568,-0.834,-0.024525,-0.19364
1134,ATG14,-4.4982,-4.437,-0.72784,-0.64728,0.1469,0.055619,-0.35003,0.093577,-3.5645,-0.66526,0.049043,-0.12806
1135,ATG16L1,-4.4109,-4.8268,-0.92431,-0.53807,-0.73637,-0.16933,0.0024153,-1.5796,-2.2692,-0.75992,-0.28951,-0.56292
1136,ATG16L2,-5.6799,-5.2021,-0.033204,0.4607,-0.19544,-0.28112,0.10978,-0.3557,-1.1224,-0.087023,-0.028394,0.050687
1137,ATG2A,-3.6086,-4.1417,-0.23463,0.62529,-1.2346,-0.031592,-1.01,0.31267,-3.309,-0.62103,-0.32276,-0.0038787
1138,ATG2B,-5.873,-5.8833,-0.1428,0.64051,-0.05048,0.0015437,0.088223,-0.22408,0.3315,-0.39042,0.081904,-0.13948
1139,ATG3,-4.703,-5.277,-0.45081,0.21002,0.045315,-0.097513,-0.44593,-1.1825,-4.6022,-0.57665,-0.19342,-1.1343
1140,ATG4A,-2.3662,-4.3947,-0.41459,0.68553,-0.3609,-0.11963,-0.59781,-1.3075,-1.2896,-0.39583,-0.15649,-0.5231
1141,ATG4B,-5.0866,-5.2513,-0.58842,0.47513,-0.19812,-0.43001,-0.1733,-0.49821,-3.7677,-1.0403,-0.33673,-0.31717
1142,ATG4C,-5.1952,-5.6891,0.025174,0.16511,0.99194,-0.072713,-0.49911,0.15481,0.80847,-0.80585,-0.0267,0.35311
1143,ATG4D,-4.2082,-5.2883,0.0086217,0.13936,-0.028716,0.069397,-0.518,-1.0261,-3.865,-1.8402,-0.44547,-0.28375
1144,ATG5,-5.7588,-5.8337,-0.17851,0.74773,0.20622,0.43441,0.11997,-0.19806,-3.8221,-1.2537,-0.75155,-1.2734
1145,ATG7,-6.4648,-5.6462,-1.303,-0.16439,-0.70138,0.061082,-0.43862,-0.56338,-3.3277,-0.65535,-0.43634,-1.1819
1146,ATG9A,-5.6858,-5.8776,-1.8802,-0.38265,0.16587,0.14884,-0.24359,0.38362,0.77582,-1.0279,0.094865,0.55327
1147,ATHL1,-4.9894,-3.9932,-0.022437,-0.2748,-0.71313,-0.32252,-0.41908,-0.65583,-1.6373,-0.65885,-0.32707,-0.54685
1148,ATIC,-3.5192,-5.1566,0.14566,0.18925,-0.87219,-0.51316,-0.70456,0.12128,-5.2736,-0.41632,-0.16578,-0.43827
1149,ATL1,-5.1973,-5.0785,0.033906,0.5638,-1.4135,-0.2286,0.79622,-0.16034,-2.9957,-0.042878,-0.015744,0.35078
1150,ATL2,-5.5656,-5.0616,-0.42522,-0.31019,-1.8987,-0.0095612,-0.48321,-1.1748,-0.086029,0.34975,1.3214,0.608
1151,ATL3,-5.2869,-4.876,-0.21594,-0.16535,-0.47632,-0.52633,-1.2256,-0.12423,-4.6409,-0.9871,1.1266,-1.2001
1152,ATM,-4.5089,-2.9176,-0.52129,0.30369,-0.17,0.060482,-0.88406,-0.97621,0.33321,0.093656,1.1329,0.80677
1153,ATMIN,-5.3365,-3.7027,0.19441,0.081036,-0.40324,-0.42511,-0.032329,-0.22863,0.27361,-1.0285,0.27132,0.13173
1154,ATN1,-4.6033,-0.97638,-0.67941,0.53928,-2.0623,-0.99067,-0.52532,-0.17157,-3.5638,-0.14352,0.19565,-0.095909
1155,ATOH1,-3.8898,-3.7279,-0.048321,-0.55973,-0.13291,0.24704,0.36849,0.20413,-1.985,-0.68095,0.056954,-0.13135
1156,ATOH7,-4.9533,-4.5038,0.34519,-0.11848,0.004382,0.013922,-0.44973,0.21133,0.40074,-0.30094,-0.23839,-0.1285
1157,ATOH8,-5.2896,-4.7533,0.18988,-0.55972,0.61588,-0.47315,-0.21353,0.11392,-6.8552,-0.47384,-0.043344,0.15264
1158,ATOX1,-5.3811,-5.7121,-0.32407,-0.23938,-0.091043,-0.33514,-0.85938,-0.54176,-7.0833,0.12798,-0.65806,-1.9944
1159,ATP10A,-5.3974,-2.5135,-0.20667,0.019833,0.061238,-0.13108,-0.37299,-0.74234,-2.6042,-0.87078,-0.21363,0.26637
1160,ATP10B,-4.6268,-5.3832,-0.065309,0.48212,-0.22105,-0.037825,-0.30582,-0.11769,-0.0034723,-1.483,-0.34454,-0.60206
1161,ATP10D,-5.9978,-4.6226,0.281,-0.028709,-0.16987,0.26655,-0.77911,-0.41933,0.24788,-0.0078298,-0.053349,-0.091015
1162,ATP11A,-4.921,-4.6883,-0.12143,-0.13477,-0.20443,-0.021435,-0.40167,-1.4262,-0.79915,0.092303,0.62932,1.2075
1163,ATP11B,-5.0192,-5.8353,-0.025314,0.6201,-0.39042,0.069745,-0.040475,0.4416,0.23625,-0.68324,0.16205,0.028972
1164,ATP11C,-5.5599,-5.3239,-0.10226,0.54627,-0.08469,0.046681,-0.20611,-0.22193,-0.68105,-0.31618,-0.3046,-0.56077
1165,ATP12A,-5.76,-4.7924,-0.14602,-0.62462,-0.074625,-0.37471,-0.52004,0.14594,-0.9534,-0.30663,0.013458,-0.21399
1166,ATP13A1,-4.1536,-4.0321,-0.73018,1.0256,1.5575,0.076296,-0.70623,-0.11014,-5.8332,0.37646,-0.16584,-0.43557
1167,ATP13A2,-5.8553,-4.5776,-0.22616,0.089709,0.08623,-0.65077,-0.35796,-0.00048705,-0.1091,-0.32017,-0.10728,-0.07442
1168,ATP13A3,-4.7322,-4.8465,0.077569,0.16638,-0.474,0.44546,-0.55636,-0.20308,-2.3913,0.16756,0.66939,0.84081
1169,ATP13A4,-5.4189,-5.6292,-0.029558,0.53072,0.17816,-0.13315,0.039071,-0.13209,-4.0603,-0.033072,-0.1362,-0.15988
1170,ATP13A5,-4.4885,-4.6974,-0.2925,0.76221,0.40461,-0.028631,-0.82786,0.86173,-0.87102,-0.30737,-0.20692,-0.38573
1171,ATP1A1,-6.1345,-4.854,-0.25483,0.11128,-2.289,-0.42266,-0.14511,-1.2301,-4.2005,-2.6305,1.1145,1.055
1172,ATP1A2,-4.6033,-5.6934,-0.045213,1.0812,-0.78616,-0.29547,0.3599,0.19102,-2.4902,-0.14212,-0.38522,-0.29981
1173,ATP1A3,-4.7695,-5.1039,-0.11119,0.10122,0.16563,-0.48235,-0.36527,-0.91073,-6.8854,-0.73322,-0.36395,-0.37537
1174,ATP1A4,-5.6835,-4.3332,-0.41588,-0.24288,-0.8503,-0.76097,0.091374,-1.3134,-0.11433,0.43456,-0.069046,0.23933
1175,ATP1B1,-6.0549,-5.9318,-0.19315,0.4345,0.33868,0.066303,-0.26276,0.34699,0.10847,-0.12533,0.33961,0.30882
1176,ATP1B2,-4.5754,-5.5857,-0.36669,0.010326,-0.3853,-0.22791,-0.43368,-0.32502,0.22749,-0.69047,0.16956,0.034986
1177,ATP1B3,-5.6581,-4.8799,-0.04598,0.28275,-1.4697,0.21585,-0.57701,-1.2333,-4.6297,-0.86291,0.19967,0.18244
1178,ATP1B4,-4.5442,-4.3747,0.038802,0.076409,-0.56638,0.18536,-0.015072,0.17323,-0.035129,-0.07298,-0.22039,0.041051
1179,ATP2A1,-5.6625,-2.9759,0.043291,-0.035701,0.14159,0.28295,0.012836,0.30725,-5.0169,-0.29194,0.20214,0.31062
1180,ATP2A2,-3.8811,-5.2514,0.040372,-0.44849,3.6203,0.10054,-0.93594,-1.1841,-0.55021,-0.86498,2.7077,0.37528
1181,ATP2A3,-3.6698,-3.2614,0.06325,-0.21923,0.050369,0.21263,0.019313,-1.8262,0.21756,-0.67798,0.14319,-0.49921
1182,ATP2B1,-4.3823,-4.7697,-0.35125,0.14095,-0.29643,-0.39321,-0.2632,-1.1908,-4.1019,-1.039,-0.15607,-0.36265
1183,ATP2B2,-5.622,-3.3819,-0.30016,0.10342,-0.79408,0.4469,-0.4334,-0.49922,-2.4658,-0.11691,0.15476,-0.32141
1184,ATP2B3,-5.1343,-4.5235,-0.21331,-0.20936,-1.0608,-0.57521,-0.72721,-0.14205,-1.4476,-0.13021,0.42036,0.085007
1185,ATP2B4,-4.547,-5.0185,-0.13357,0.36469,-3.2422,-0.31537,-0.69563,-0.23107,-7.079,-0.81625,-0.26712,0.23307
1186,ATP2C1,-5.2302,-3.7934,-0.45256,0.0052926,0.84675,0.3494,-0.12871,-0.57064,-0.61427,0.26324,0.53996,1.2644
1187,ATP2C2,-4.7633,-3.4617,0.17215,-0.87266,-2.3552,0.17441,-0.66858,-0.4407,0.066658,-0.69729,-0.1924,-0.21011
1188,ATP4A,-4.6585,-5.4816,-0.23918,0.12294,-1.1034,-0.12316,-0.5476,-0.91211,-0.82913,-0.62094,-0.18627,0.15692
1189,ATP4B,-4.4986,-5.0124,-0.4185,0.39052,-0.13766,-0.20984,0.33333,0.43908,-0.30938,-0.2876,-0.14272,0.22364
1190,ATP5A1,-5.1142,-5.8077,-0.36507,-1.3606,-2.0763,-1.6504,-1.9276,-1.6554,-3.1967,-2.7412,-0.018867,-0.68079
1191,ATP5B,-5.6279,-3.7993,-0.31509,-1.6257,-0.47705,-1.0853,-1.2251,-0.014615,3.5129,1.6359,0.53141,1.1021
1192,ATP5C1,-4.9067,-5.1852,0.41287,0.59361,0.036788,-0.18406,0.075635,-0.075822,-3.8716,0.22344,1.6123,0.0017391
1193,ATP5D,-4.4118,-5.2081,-0.15331,0.073927,0.55034,-0.73969,-0.14044,-1.3578,-3.8644,1.1617,2.2906,0.29224
1194,ATP5E,-4.2118,-3.7168,-0.33786,-2.0857,-2.9583,-1.4022,-1.0973,-0.13144,1.7246,1.106,1.212,0.16644
1195,ATP5F1,-5.2341,-4.7095,-0.19627,-1.8738,-1.4135,-1.6409,-1.5102,-3.0799,-2.095,-0.16689,1.2404,-0.89396
1196,ATP5G1,-5.5227,-5.327,-0.094771,-0.72201,0.3023,-0.25103,-0.53286,-0.96033,-1.2794,0.1874,-0.050121,-1.0202
1197,ATP5G2,-4.7737,-3.6335,-0.13419,-0.25471,0.48426,-0.40505,0.35585,-1.2354,-3.221,-1.2676,-0.57149,-0.26332
1198,ATP5G3,-4.766,-4.94,-0.18762,-0.82424,0.20723,-0.077004,-0.20912,0.31348,0.67637,0.28284,0.73281,0.51648
1199,ATP5H,-5.2513,-2.6969,-0.27727,-0.76965,-1.028,-0.56052,-1.6044,-0.67359,-3.5944,1.6157,1.9469,1.0593
1200,ATP5I,-5.134,-3.8674,-0.17763,-0.98877,-0.53526,-1.3457,-1.74,-1.1846,-6.0828,0.39448,1.1286,0.19241
1201,ATP5J,-5.5486,-4.7573,-0.28529,-0.12759,0.66311,0.30333,-0.94021,-0.82648,-1.6388,0.61805,-0.23694,-0.45902
1202,ATP5J2,-3.836,-3.0563,-0.13099,-0.77509,-0.95647,-0.9963,-1.1143,-2.0649,-0.65201,0.047332,1.3835,0.51664
1203,ATP5J2-PTCD1,-6.3109,-4.0321,0.56933,-1.303,-1.4912,-0.89286,-0.75388,-0.38799,-4.6671,1.0159,1.2726,-0.29186
1204,ATP5L,-5.1359,-3.7275,0.50592,-0.23265,-1.3143,-0.37842,-0.48864,-1.0059,-1.3646,0.47222,0.40907,0.25209
1205,ATP5L2,-5.0516,-5.5181,0.097218,0.31854,-0.58535,-0.13659,-0.63754,-1.21,-1.2598,-0.79183,-0.3859,0.38696
1206,ATP5O,-4.8425,-4.2751,0.38129,-3.1695,-0.4239,-2.2774,-1.7853,-1.9812,0.80786,-0.059999,0.88041,-0.4189
1207,ATP5S,-5.1228,-2.4855,0.0007814,0.98643,0.04182,0.28425,-0.30892,0.17907,-3.1918,-0.14984,0.18573,0.41839
1208,ATP5SL,-4.7207,-5.4061,0.43969,-0.21315,0.2129,-0.79629,-0.74482,-0.74769,-0.73603,0.22612,0.67922,-0.25075
1209,ATP6AP1,-6.0127,-4.4482,-0.63709,-0.77803,3.989,-1.4359,-2.4316,-2.4869,-3.6899,-3.5078,-0.48866,-0.83273
1210,ATP6AP1L,-4.8865,-4.7535,0.09852,0.61775,0.39942,0.21094,-0.32917,-0.2895,-1.4111,-0.69473,-1.0283,-0.61236
1211,ATP6AP2,-4.4109,-4.1073,0.048446,0.049013,0.85853,-1.446,-0.93118,-2.0689,-3.1677,1.8754,1.6051,0.61345
1212,ATP6V0A1,-4.5057,-4.1865,0.1887,0.71149,-0.83953,-0.099558,0.10814,-0.61224,-1.0496,0.50612,0.41517,0.1181
1213,ATP6V0A2,-5.2837,-4.17,-0.21911,-0.32287,0.4835,0.11383,-0.22075,0.36294,-0.30113,0.78584,0.34169,0.08786
1214,ATP6V0A4,-3.2438,-3.7279,-0.81163,-0.53622,-1.3611,-0.52128,-0.32239,-0.5427,-0.176,-0.10249,0.29091,-0.059798
1215,ATP6V0B,-4.6877,-4.7573,-0.52681,-0.93475,1.4124,-0.47616,-0.25741,-1.6405,-3.7529,0.93153,-0.11804,1.1577
1216,ATP6V0C,-4.9405,-2.9831,-0.34081,-3.7,-0.36977,-2.0865,-1.4895,-3.4683,-3.7572,-3.7495,-1.4428,-0.47623
1217,ATP6V0D1,-3.6698,-3.0446,0.31297,-0.82078,-0.1897,-1.6925,-1.2555,-4.1552,-2.0463,-2.04,2.5715,0.93868
1218,ATP6V0D2,-5.7485,-6.2998,-0.063538,0.82043,0.062994,-0.040633,0.2666,0.44569,-7.1021,0.50219,0.19287,0.68956
1219,ATP6V0E1,-3.4517,-4.8345,-0.071877,0.64968,-0.44874,-0.3399,-0.062645,-0.76017,0.2335,-0.26899,0.94539,0.23526
1220,ATP6V0E2,-5.021,-5.1919,0.49705,-0.73409,0.89653,-0.021843,-0.65826,-0.53405,-3.7331,-0.70471,-0.15233,0.17912
1221,ATP6V1A,-4.1536,-5.6558,-0.93301,-1.038,-1.3169,-0.85808,-0.61499,-1.445,-1.6262,3.4153,2.0364,0.74861
1222,ATP6V1B1,-4.3456,-4.3332,-0.019191,0.12495,-1.7268,0.076638,-0.5047,0.25686,-0.89883,0.047451,-0.31366,-0.29147
1223,ATP6V1B2,-5.2302,-5.827,-0.65004,-0.39952,1.7185,-1.3134,-1.0868,-2.586,-2.3362,-0.45034,0.51002,-2.1427
1224,ATP6V1C1,-4.7391,-5.1949,-0.030011,-0.67115,0.21763,0.075032,-0.50583,-1.4039,-3.8933,0.1318,-0.5212,-0.033115
1225,ATP6V1C2,-5.0291,-5.2792,-0.16277,0.080507,-0.20822,0.14653,-0.53222,-0.38818,-4.619,-0.22666,0.22967,0.13158
1226,ATP6V1D,-4.7438,-4.0107,-0.012378,1.0547,-3.9839,-0.61199,0.071394,-1.2644,-2.4976,-0.14827,0.67574,-0.44978
1227,ATP6V1E1,-5.0371,-5.2116,-0.56126,-0.035745,-1.5954,-0.22113,0.10576,-0.24651,-3.3758,-0.33181,1.329,-1.174
1228,ATP6V1E2,-5.7078,-5.3481,-0.16882,-0.15504,-2.0374,-0.1544,-0.092705,0.34982,-0.46981,-0.40873,-0.33514,-0.67296
1229,ATP6V1F,-4.7899,-4.0321,0.16097,1.134,0.0068167,-0.4947,-0.32097,-1.1819,-3.2962,-0.94619,-0.027219,-1.2659
1230,ATP6V1G1,-4.5603,-4.6599,-0.53385,-0.18145,0.16635,-0.12476,-0.92584,-2.0039,0.72654,-0.41188,1.1647,-0.33712
1231,ATP6V1G2,-5.8518,-5.23,-0.24059,0.29906,-1.0687,-0.11225,-0.025247,-0.2521,-1.0223,-0.22671,0.25187,-0.27683
1232,ATP6V1G3,-5.1828,-3.8294,-0.29794,0.86868,0.2579,-0.12931,-0.47472,-0.045887,-0.37505,-0.48905,0.055658,0.36459
1233,ATP6V1H,-4.89,-5.2705,-0.37139,-0.88146,0.4651,-1.016,-1.1675,-1.3496,-4.8069,-0.011578,0.010279,0.35588
1234,ATP7A,-4.7846,-5.7573,-0.20864,0.002576,0.73493,0.069258,-0.037125,-0.078271,-1.8813,-0.079958,0.42607,0.6463
1235,ATP7B,-5.3783,-2.5698,-0.27352,-1.7244,-1.4403,-0.51442,-0.58322,-0.41627,0.91921,-0.14459,-0.26661,-0.68935
1236,ATP8A1,-4.5038,-4.6642,-0.34312,-0.98714,-0.098153,0.01588,-0.70719,0.20058,0.095328,-0.22496,0.28591,-0.18455
1237,ATP8A2,-5.4261,-2.863,-0.0030343,-0.57045,-0.88155,-0.46159,0.047886,-0.24303,0.31243,0.027264,0.12157,-0.16808
1238,ATP8B1,-5.1546,-4.4946,-0.66349,0.21257,-0.35685,-0.34657,-0.37101,-0.45987,-2.7207,-0.69185,-0.29324,-0.80004
1239,ATP8B2,-3.9067,-3.7279,0.26285,0.65062,-2.4145,-0.087139,-0.24394,-1.4374,-0.62942,-1.584,0.19001,0.32988
1240,ATP8B3,-4.3509,-3.1459,-0.29353,0.32726,0.5091,0.10169,-0.61467,-0.6572,-3.4781,0.55183,0.4594,1.0315
1241,ATP8B4,-7.3145,-4.8167,0.059284,0.36308,-0.20439,0.0065706,0.54985,-0.49976,-4.3803,-0.96715,-0.070827,-0.3047
1242,ATP9A,-5.1952,-2.3138,0.0029466,1.0626,-1.4674,-0.15671,0.17581,-0.069733,-6.9056,0.75584,0.014499,0.1923
1243,ATP9B,-3.5696,-4.0683,-0.18535,0.62705,-0.47613,-0.048958,-0.45983,-0.67501,-3.7947,-0.28935,-0.1054,-0.010212
1244,ATPAF1,-3.8811,-4.5047,-0.34343,-0.64565,-1.2284,-0.23766,-0.48668,-0.95536,-2.9266,-0.11329,0.38857,-0.3126
1245,ATPAF2,-5.5227,-4.3176,0.54671,-1.8292,-1.5711,-0.74133,-0.59414,-1.5269,-0.16946,-0.69014,-0.07592,-0.80107
1246,ATPIF1,-4.8571,-4.0848,-0.33468,0.5363,-0.27178,0.076978,-0.4515,-0.040776,0.037287,0.24187,0.0010951,-0.03623
1247,ATR,-5.3468,-5.6748,-0.46891,0.085502,-0.091086,-0.30009,-0.41865,-0.13197,-3.8716,0.15446,1.6065,-0.10593
1248,ATRAID,-5.3199,-5.2513,-0.022408,-0.048132,0.39034,0.10677,-0.64747,0.32306,-0.76918,-0.17008,-0.062041,0.033497
1249,ATRIP,-5.1448,-4.9609,-0.4581,0.0046506,0.17468,-0.45818,-0.89252,-0.33879,0.8386,-0.33974,-0.031325,0.072541
1250,ATRN,-5.3803,-5.7785,-0.11959,0.6167,-0.88062,-0.21166,-0.31467,0.027045,-2.4353,-1.742,0.25248,-0.29642
1251,ATRNL1,-4.7859,-3.4462,-0.50616,-0.14615,-0.34282,0.16952,0.094845,-0.010061,-3.9946,-0.36598,-0.60041,-0.60855
1252,ATRX,-4.9353,-4.6034,-0.43533,0.29817,-2.6539,0.3031,-0.48109,-0.20076,-0.51089,0.72222,0.3027,-0.070376
1253,ATXN1,-5.0746,-4.0643,-0.14324,-0.25451,-0.67121,-0.50247,-0.44355,-0.43127,-0.49237,0.035417,0.094403,0.050353
1254,ATXN10,-5.1697,-5.3659,-0.94475,-0.41185,-0.067749,-0.42206,-0.48288,-0.49989,-3.6899,-2.5915,1.6085,0.39919
1255,ATXN1L,-4.7971,-4.3241,-0.26679,-0.27005,-0.88996,-0.16065,-0.20322,0.10613,-0.45156,-0.1161,0.62493,0.35739
1256,ATXN2,-5.274,-4.5204,-0.57417,-0.076218,-0.36774,-0.24694,-0.88998,-0.48306,0.67472,0.37134,0.22546,-0.41312
1257,ATXN2L,-4.4921,-1.1028,-0.89591,-0.58207,1.3859,-0.12186,-0.59964,0.11415,2.2132,0.38718,0.12682,0.62796
1258,ATXN3,-5.3908,-1.9138,-0.34333,0.2486,0.2331,-0.39581,-0.39868,-0.97644,-0.043272,-0.069221,-0.20234,-0.72766
1259,ATXN3L,-5.3703,-4.4731,0.21073,-0.4872,-0.00397,0.26514,-0.065742,-1.8207,-0.14687,-0.58805,0.23647,0.13046
1260,ATXN7,-5.2062,-4.8767,-0.27193,0.54061,-2.8901,0.41812,-0.14843,-0.48212,0.8878,-1.0917,-0.57407,-0.24984
1261,ATXN7L1,-4.3466,-4.967,0.024289,-0.17842,-1.2126,0.026854,0.0042063,-0.089551,0.51532,-0.79743,0.142,0.14527
1262,ATXN7L2,-5.1125,-5.4943,0.53104,1.0562,0.83932,-0.20877,-0.49947,0.16233,-2.8491,0.31561,0.404,-0.17606
1263,ATXN7L3,-4.0354,-3.9487,-0.1597,-0.096664,1.3594,0.01441,0.34998,-0.60983,-0.96195,0.34142,0.67907,-1.4308
1264,ATXN7L3B,-4.9386,-4.9562,0.057062,-0.97168,-0.80119,0.1338,-0.4464,-0.79924,-7.0368,-0.017335,-0.39699,-0.11498
1265,AUH,-5.5548,-4.726,-0.0025793,0.44955,0.56731,0.072971,-0.22127,0.048971,-0.92361,-0.16228,0.10341,0.1721
1266,AUNIP,-4.7695,-3.4208,-0.57829,-0.71555,-1.3422,-0.1828,-0.94611,-1.1796,-2.5792,-0.095351,-0.52255,-0.17744
1267,AUP1,-5.3673,-5.4585,0.47385,-0.45104,-0.24726,-0.60924,-0.9323,-0.21979,-3.8561,-0.12244,-0.14473,-0.18119
1268,AURKA,-5.0107,-5.1124,-0.31893,-1.388,-1.2533,-1.0398,-1.6067,-0.17122,-3.5557,-2.3786,-0.59019,-0.03331
1269,AURKAIP1,-5.2454,-4.0516,0.11893,-0.66611,-0.92961,-1.4182,-1.0955,-0.90542,-5.4764,0.90013,0.33242,-0.77917
